"","PERMCO","GVKEY","SECID","start_date","end_date"
"9783","34934","116364","112421",1998-11-25,2003-03-31
"9784","34940","115163","103582",1998-11-12,2001-06-11
"9785","34941","115831","108064",1998-11-12,2015-12-31
"9786","34946","116847","102236",1998-12-18,2013-11-15
"9787","34948","117003","103524",1998-12-30,2002-06-07
"9788","34949","066697","105188",1998-12-08,2015-12-31
"9789","34950","116609","106081",1998-12-10,2001-02-21
"9790","34951","116592","106504",1998-12-09,2000-11-29
"9791","34953","116857","108766",1999-01-04,2005-06-13
"9792","34954","114777","108858",1998-12-31,2002-10-01
"9793","34958","117024","9454",1998-12-30,2000-11-10
"9794","34959","010552","111019",1998-12-04,2003-07-23
"9795","34962","116431","9449",1998-12-02,2000-06-30
"9796","34964","117861","101341",1999-01-29,2015-12-31
"9797","34965","117862","101636",1999-02-09,2011-10-20
"9798","34968","117821","104126",1999-01-27,2009-05-27
"9799","34969","117822","104127",1999-01-27,2015-12-31
"9800","34970","117823","104128",1999-01-27,2015-12-31
"9801","34971","117824","104129",1999-01-27,2015-12-31
"9802","34972","117825","104130",1999-01-27,2015-12-31
"9803","34973","117826","104132",1999-01-27,2015-12-31
"9804","34974","117842","104133",1999-01-27,2015-12-31
"9805","34975","117827","104134",1999-01-27,2015-12-31
"9806","34976","117828","104135",1999-01-27,2015-12-31
"9807","34977","117902","104360",1999-01-29,2015-12-31
"9808","34979","117260","105695",1999-01-21,2015-12-31
"9809","34986","117359","107659",1999-01-19,2002-04-09
"9810","34987","024283","103740",1999-02-05,2011-03-08
"9811","34988","118122","103751",1999-02-05,2005-10-10
"9812","34989","117805","103860",1999-02-17,2001-12-03
"9813","3499","008717","109148",1972-12-14,2015-12-31
"9814","34992","118264","105095",1999-02-11,2015-12-31
"9815","34996","118126","107537",1999-02-05,2015-01-23
"9816","34998","118163","9457",1999-02-08,2000-03-03
"9817","34999","118164","9458",1999-02-08,2000-02-04
"9818","35","001259","101213",1983-07-20,2009-01-05
"9819","3500","008826","109302",1978-11-27,2015-12-31
"9820","35000","118165","9459",1999-02-08,2000-03-03
"9821","35001","118166","9460",1999-02-08,2000-03-03
"9822","35002","118128","9456",1999-02-08,2000-03-03
"9823","35003","118003","108914",1999-02-02,2009-11-03
"9824","35005","062797","109216",1999-02-01,2011-11-14
"9825","35006","118793","102311",1999-03-05,2005-10-07
"9826","35007","228598","103972",1999-03-24,2007-06-13
"9827","35010","119154","105350",1999-03-23,2008-10-01
"9828","35011","118558","9463",1999-03-08,2000-02-04
"9829","35012","119082","107786",1999-03-17,2015-12-31
"9830","35013","118936","107899",1999-03-10,2007-04-11
"9831","35014","119417","108890",1999-03-31,2010-02-26
"9832","35016","012827","109296",1999-03-19,2005-06-03
"9833","35017","118795","109378",1999-03-05,2015-01-07
"9834","35019","118876","112135",1999-03-19,2005-05-31
"9835","35020","119214","100983",1999-03-24,2001-02-28
"9836","35022","026325","101161",1999-04-15,2002-10-02
"9837","35024","063628","102751",1999-04-29,1999-04-30
"9838","35026","120093","103354",1999-04-30,2015-12-31
"9839","35027","062865","105205",1999-05-03,2002-04-05
"9840","35027","062865","118509",2004-11-23,2009-10-29
"9841","35029","119594","105832",1999-04-09,2015-12-31
"9842","35031","006239","106551",1999-04-28,2013-02-28
"9843","35033","107830","108848",1999-04-19,2001-03-26
"9844","35034","028883","110268",1999-04-15,2008-03-26
"9845","35035","119756","110447",1999-04-16,2015-12-31
"9846","35037","119316","111192",1999-04-08,2015-12-31
"9847","35039","120074","111116",1999-05-04,2002-06-03
"9848","35040","119893","102389",1999-04-21,2008-09-29
"9849","35042","120059","105611",2000-01-31,2001-08-14
"9850","35042","120059","9472",1999-04-29,2000-01-30
"9851","35043","119993","112449",1999-04-23,2002-02-28
"9852","35044","118797","111253",1999-04-28,2003-11-24
"9853","35048","114628","105329",1999-05-04,2015-12-31
"9854","3505","008357","108767",1970-04-07,2015-12-31
"9855","35052","120819","108323",1999-05-26,2015-12-31
"9856","35053","120821","108324",1999-05-26,2015-12-31
"9857","35054","120820","108325",1999-05-26,2015-12-31
"9858","35056","118741","9464",1999-05-17,1999-07-20
"9859","35057","120444","111962",1999-05-12,2015-12-31
"9860","35059","120773","102020",1999-05-25,2004-05-27
"9861","35060","120434","102209",1999-05-12,2000-09-29
"9862","35061","120593","108143",1999-05-18,2003-11-28
"9863","3511","019332","6954",1984-03-15,1999-09-14
"9864","3512","008754","5738",1995-12-04,1996-11-18
"9865","35150","121194","101867",1999-06-10,2001-03-16
"9866","35152","016423","102371",1999-06-02,2014-06-09
"9867","35153","122114","102743",1999-07-19,2002-10-17
"9868","35155","031326","102957",1999-06-09,2002-11-26
"9869","35159","121758","105096",1999-07-12,2015-12-31
"9870","3516","008755","109199",1987-01-02,2004-07-28
"9871","35161","121113","9484",1999-06-07,2000-08-11
"9872","35162","115554","108477",1999-06-29,2010-02-19
"9873","35164","120877","109621",1999-06-15,2015-12-31
"9874","35165","030343","8273",1999-06-30,2000-05-31
"9875","35166","NA","110023",1999-06-24,2001-01-16
"9876","35167","121142","110215",1999-06-09,2015-12-31
"9877","35168","121513","110738",1999-06-23,2001-11-26
"9878","35169","101718","111507",1999-06-29,2007-12-05
"9879","35171","121833","101410",1999-07-01,2008-10-29
"9880","35172","122354","9493",1999-07-28,2000-07-21
"9881","35175","015509","105495",1999-07-16,2015-12-31
"9882","35177","122380","106900",1999-07-29,2015-12-31
"9883","35178","023964","107367",1999-07-28,2007-12-28
"9884","35179","122435","107584",1999-07-30,2003-04-25
"9885","3518","006940","107159",1984-02-01,1985-10-01
"9886","35180","102534","107842",1999-07-09,2000-12-01
"9887","35182","122116","108811",1999-07-29,2004-03-15
"9888","35182","122116","120944",2004-03-16,2009-09-30
"9889","35184","122060","9490",1999-07-14,2000-06-14
"9890","35187","121957","104202",1999-10-15,2001-12-11
"9891","35188","066163","111031",1999-07-20,2001-02-21
"9892","35189","121844","112181",1999-07-01,2007-02-06
"9893","3519","008452","5708",1974-07-31,1999-11-04
"9894","35190","122159","101679",1999-07-21,2011-01-05
"9895","35192","122075","102056",1999-07-20,2002-03-15
"9896","35195","122136","103384",1999-07-20,2001-04-16
"9897","35196","122355","103963",1999-07-28,2011-06-02
"9898","35197","122137","104337",1999-07-20,2002-08-14
"9899","35199","122138","105100",1999-07-20,2002-07-30
"9900","352","001712","101631",1975-02-05,2015-12-31
"9901","35200","122171","105787",1999-07-21,2003-03-03
"9902","35201","122096","106157",1999-07-21,2005-12-16
"9903","35205","065689","107420",1999-07-19,2015-12-31
"9904","35206","122173","107756",1999-07-21,2001-08-27
"9905","35213","122148","110793",1999-07-20,2001-04-30
"9906","35214","122149","9491",1999-07-21,2000-09-29
"9907","35218","123214","102237",1999-08-25,2015-04-10
"9908","35219","123215","102238",1999-08-25,2015-12-31
"9909","35220","122514","102245",1999-08-11,2010-07-06
"9910","35220","122514","121952",2004-10-14,2010-07-06
"9911","35222","014934","103802",1999-08-18,2015-12-31
"9912","35224","066275","103991",1999-08-27,2009-04-24
"9913","35226","065643","104584",1999-08-04,2015-12-31
"9914","35227","123097","106791",1999-08-19,2011-06-28
"9915","35228","122457","107788",1999-08-02,2001-03-02
"9916","35229","122381","107789",1999-08-02,2001-03-02
"9917","35230","122458","107790",1999-08-02,2001-03-02
"9918","35231","122459","107791",1999-08-02,2001-03-02
"9919","35233","002328","108277",1999-09-27,2012-04-09
"9920","35234","030331","105440",2000-05-08,2005-09-19
"9921","35235","030891","108499",1999-09-20,2006-03-06
"9922","35237","122778","111078",1999-08-09,2009-11-25
"9923","35238","122845","111330",1999-08-13,2001-11-23
"9924","3525","008498","108919",1981-05-13,1995-07-19
"9925","3526","008512","108935",1977-01-21,2015-12-31
"9926","35264","064614","105518",1997-03-26,2002-01-11
"9927","35267","NA","101427",1999-09-08,2000-10-12
"9928","35268","020197","6997",1999-09-07,2000-06-29
"9929","35271","109380","104539",1999-09-29,2003-03-28
"9930","35272","029627","105087",1999-09-14,2015-12-31
"9931","35273","223148","105885",1999-10-29,2002-05-02
"9932","35274","124039","106320",1999-09-23,2011-12-23
"9933","35275","123435","107065",1999-09-01,2005-11-09
"9934","35276","124042","107209",1999-09-27,2015-12-31
"9935","35277","124259","107792",1999-09-27,2002-06-03
"9936","35278","124254","108442",1999-10-04,2015-12-31
"9937","35279","124360","9504",1999-09-29,2000-11-03
"9938","35280","124534","109469",1999-10-22,2003-11-05
"9939","35281","124260","109788",1999-09-27,2004-09-30
"9940","35283","023727","107588",1991-01-29,1998-07-02
"9941","35284","218399","101291",1998-06-22,2004-08-18
"9942","3545","008546","106727",1972-12-14,2015-12-31
"9943","3549","008240","122775",2005-01-25,2015-12-31
"9944","3549","008240","5687",1978-12-18,1997-04-30
"9945","3552","003527","5252",1983-05-02,1998-04-27
"9946","3554","008557","5719",1987-10-26,1996-08-22
"9947","3559","008390","108795",1993-04-14,2000-10-16
"9948","3563","008596","5724",1973-09-17,1999-10-01
"9949","3564","008571","109000",1979-01-30,2003-10-30
"9950","3565","008570","5720",1992-06-11,1998-01-16
"9951","3566","016997","6824",1980-04-22,1996-11-20
"9952","3567","008573","5721",1981-07-16,1999-02-26
"9953","3568","008594","109027",1991-03-15,2006-01-20
"9954","357","001783","101688",1972-12-14,2015-12-31
"9955","3578","008595","5723",1979-04-16,2000-10-24
"9956","3580","008599","109032",1972-12-14,2015-12-31
"9957","3584","008300","108712",1978-07-03,1986-06-10
"9958","3588","008350","108764",1985-01-23,2015-12-31
"9959","3589","008363","108771",1982-11-01,2015-12-31
"9960","3594","008642","5728",1972-12-14,1998-07-21
"9961","3595","008391","5703",1990-01-19,1998-05-15
"9962","3596","008819","5751",1972-12-14,2000-05-22
"9963","3597","014820","109169",1972-12-14,2012-12-28
"9964","3598","008517","5715",1972-12-14,1997-07-02
"9965","3599","008341","108754",1984-12-12,2009-11-25
"9966","36","001444","101457",1994-01-12,2005-08-22
"9967","3602","008627","109049",1990-02-16,2004-07-22
"9968","3610","008423","108823",1972-12-14,2015-09-03
"9969","3614","013855","6397",1989-01-26,1996-05-02
"9970","3619","008429","108837",1977-01-21,1983-12-20
"9971","362","011842","101721",1977-12-09,2015-12-31
"9972","3620","008461","5711",1972-12-14,1996-11-18
"9973","3622","008463","108861",1972-12-14,2012-09-28
"9974","3624","015417","102377",1981-01-23,2015-12-31
"9975","3625","008655","109079",1977-08-02,2007-11-06
"9976","36336","124434","102235",1999-10-01,2015-12-31
"9977","36337","124775","103039",1999-10-19,2015-12-31
"9978","36338","125234","103059",1999-10-19,2015-12-31
"9979","36339","125517","103166",1999-10-27,2015-12-31
"9980","36340","125518","103170",1999-10-27,2007-05-25
"9981","36344","124996","104398",1999-10-15,2007-11-29
"9982","36346","124758","106762",1999-10-26,2008-10-23
"9983","36347","125237","107251",1999-10-19,2015-12-04
"9984","36348","124378","9505",1999-10-04,2000-08-11
"9985","36349","030582","107910",1999-10-20,2015-11-27
"9986","36350","211819","107929",1999-10-07,2015-12-31
"9987","36351","124614","108072",1999-10-07,2003-10-31
"9988","36352","125527","108326",1999-10-27,2015-12-31
"9989","36353","062203","109099",1999-11-10,2007-03-09
"9990","36355","124046","110061",1999-10-13,2015-12-31
"9991","36357","125533","108710",1999-11-05,2010-11-16
"9992","36358","124617","111361",1999-10-07,2015-12-31
"9993","36359","065664","111528",1999-10-15,2004-03-09
"9994","36360","124441","112041",1999-10-01,2002-02-28
"9995","36361","125434","112252",1999-10-26,2004-06-01
"9996","36362","115897","9447",1999-10-01,2000-09-29
"9997","36363","021504","103333",1992-06-18,2003-09-15
"9998","36364","126554","101149",1999-11-18,2015-12-31
"9999","36365","126697","102186",1999-11-23,2011-12-20
"10000","36366","125520","103175",1999-11-17,2005-06-10
"10001","3637","008687","109115",1972-12-14,2008-04-02
"10002","36370","007295","103965",1999-11-10,2015-12-31
"10003","36372","201794","104324",1999-11-02,2007-12-19
"10004","36373","126020","106220",1999-11-19,2015-12-31
"10005","36374","125654","106828",1999-11-08,2001-01-25
"10006","36377","126140","108828",1999-11-11,2006-04-21
"10007","36378","125862","109768",1999-11-04,2001-03-12
"10008","36379","101317","110240",1999-11-16,2015-12-31
"10009","36380","126721","110885",1999-11-30,2015-12-31
"10010","36381","125863","111014",1999-11-03,2011-03-21
"10011","36383","010920","111434",1999-11-10,2015-12-31
"10012","36384","108718","111635",1999-11-23,2009-10-21
"10013","36385","126722","111899",1999-11-30,2006-04-12
"10014","364","001328","5027",1995-11-20,1996-11-11
"10015","3641","005149","105236",1985-06-20,2015-12-31
"10016","3642","008699","109124",1978-01-20,2015-12-31
"10017","3648","008324","5698",1991-04-10,1998-05-18
"10018","3649","008716","109146",1979-10-04,2011-06-30
"10019","3655","008707","109138",1981-09-17,1992-04-21
"10020","36553","212538","102355",1999-12-08,2004-09-27
"10021","36555","025805","103699",1999-12-29,2008-03-04
"10022","36556","006773","104403",1999-12-01,2003-03-11
"10023","36557","005792","105850",1999-12-17,2015-12-31
"10024","36558","127480","106099",1999-12-16,2005-02-24
"10025","3656","008681","109109",1974-11-11,2002-10-21
"10026","36560","063435","107083",1999-12-28,2001-12-31
"10027","36561","065827","108669",1999-12-08,2007-06-15
"10028","36562","125528","109061",1999-12-10,2002-03-28
"10029","36563","127799","109157",1999-12-30,2003-07-31
"10030","36564","062204","110947",1999-12-21,2015-12-31
"10031","36565","107672","110999",1999-12-02,2005-09-26
"10032","3658","013075","109270",1981-12-11,2004-06-30
"10033","36609","201088","102825",2000-01-26,2004-08-09
"10034","36610","119133","103160",2000-01-25,2001-05-21
"10035","36611","065433","104053",2000-01-11,2002-07-15
"10036","36612","128659","105535",2000-01-27,2004-04-28
"10037","36613","108778","106397",2000-01-03,2013-05-09
"10038","36614","128759","107903",2000-01-28,2009-11-18
"10039","3670","008782","5742",1975-02-25,1998-01-20
"10040","36756","105364","101453",2000-02-15,2003-01-14
"10041","36757","131421","101908",2000-02-24,2011-12-23
"10042","36758","031625","102727",2000-02-25,2003-10-29
"10043","36759","065686","104099",2000-02-16,2007-04-05
"10044","36760","106261","104247",2000-02-24,2009-05-20
"10045","36761","132366","106319",2000-02-25,2011-12-23
"10046","36762","132367","106321",2000-02-25,2011-12-23
"10047","36764","129098","108954",2000-02-01,2011-12-20
"10048","36765","066497","109217",2000-02-03,2003-05-13
"10049","36766","129087","110874",2000-02-01,2011-12-23
"10050","3680","008736","109173",1979-09-24,1995-11-15
"10051","3680","008736","5737",1987-03-25,1995-11-15
"10052","3682","013341","109245",1972-12-14,2015-12-31
"10053","3683","008770","5741",1980-12-08,1997-06-13
"10054","3684","008789","109260",1985-05-07,2015-01-30
"10055","36949","012713","101003",2000-03-30,2014-10-23
"10056","36949","012713","206009",2014-10-24,2015-12-31
"10057","36950","130298","102144",2000-04-28,2011-06-07
"10058","36952","133366","104185",2000-04-03,2015-12-31
"10059","36953","114698","104261",2000-03-17,2015-12-31
"10060","36954","133367","104327",2000-04-04,2015-12-31
"10061","36955","133170","105371",2000-04-17,2008-04-21
"10062","36957","133844","105998",2000-05-01,2008-05-06
"10063","36958","133369","106030",2000-03-28,2004-05-04
"10064","36959","132740","106080",2000-03-13,2009-04-23
"10065","36960","062573","107819",2000-03-13,2002-03-11
"10066","36962","133289","110610",2000-03-24,2015-12-31
"10067","36964","111590","111348",2000-03-21,2001-12-31
"10068","36965","133346","111697",2000-03-24,2002-04-22
"10069","3697","008280","5691",1972-12-14,1998-03-31
"10070","3698","008562","108658",1992-06-16,2002-08-20
"10071","37","001094","101017",1972-12-14,2015-12-31
"10072","370","001104","101024",1972-12-14,2015-12-31
"10073","3703","008808","5749",1972-12-14,2000-02-10
"10074","37130","062072","101282",2000-04-04,2015-12-31
"10075","37131","127435","102278",2000-04-05,2001-11-07
"10076","37132","133865","102359",2000-04-06,2011-12-23
"10077","37133","120354","104733",2000-04-25,2004-12-03
"10078","37134","065717","105068",2000-04-14,2015-12-31
"10079","37136","066571","106949",2000-04-19,2005-05-02
"10080","37137","014102","107093",2000-04-07,2014-08-06
"10081","37138","133768","107484",2000-04-05,2015-12-31
"10082","37139","121199","107832",2000-04-20,2011-03-04
"10083","37141","133870","108930",2000-04-06,2015-12-31
"10084","37142","117115","110301",2000-04-18,2010-05-04
"10085","37143","030806","111817",2009-08-18,2015-12-31
"10086","37145","133944","102276",2000-04-13,2015-12-31
"10087","37146","119153","102336",2000-04-19,2003-08-05
"10088","37147","NA","103062",2000-04-26,2001-04-30
"10089","37148","133726","102596",2000-04-04,2015-12-31
"10090","37149","133985","103421",2000-04-12,2007-05-15
"10091","37150","133945","103635",2000-04-11,2003-04-14
"10092","37150","133945","119863",2004-03-05,2012-05-31
"10093","37151","123807","111689",2000-07-11,2005-02-04
"10094","37152","134447","104265",2000-04-20,2007-06-25
"10095","37153","062079","104462",2000-04-20,2005-09-30
"10096","37154","133885","104509",2000-04-11,2015-12-31
"10097","37155","NA","104676",2000-04-14,2001-05-17
"10098","37156","065908","104650",2000-04-27,2009-09-09
"10099","37157","062388","104680",2000-04-10,2012-03-01
"10100","37158","106628","105295",2000-04-27,2001-04-16
"10101","37159","133866","105309",2000-04-07,2009-11-25
"10102","37160","133525","112289",2000-04-17,2015-12-31
"10103","37161","133766","105654",2000-04-11,2015-12-31
"10104","37162","134004","112264",2000-04-12,2002-06-14
"10105","37163","133867","106481",2000-04-06,2003-12-05
"10106","37164","NA","111480",2000-07-26,2000-10-17
"10107","37165","065383","106548",2000-04-19,2001-07-31
"10108","37166","133767","106743",2000-04-05,2015-12-31
"10109","37167","133868","106913",2000-04-07,2015-12-31
"10110","37168","133869","107005",2000-04-07,2015-12-31
"10111","37169","112190","107054",2000-04-13,2003-02-19
"10112","3717","008383","5702",1979-12-24,1992-12-11
"10113","37170","134870","107479",2000-04-27,2003-02-05
"10114","37171","062110","108141",2000-04-26,2015-12-31
"10115","37172","133886","108283",2000-04-07,2003-02-28
"10116","37173","115317","108039",2000-04-05,2003-08-22
"10117","37174","134031","108263",2000-04-13,2005-09-16
"10118","37175","133905","112407",2000-04-11,2015-12-31
"10119","37176","134932","108451",2000-04-28,2015-12-31
"10120","37177","066313","108422",2000-04-25,2015-12-31
"10121","37178","133728","108511",2000-04-07,2001-06-28
"10122","37179","133729","108515",2000-04-05,2002-03-28
"10123","37180","134451","108707",2000-04-20,2001-11-12
"10124","37181","133987","108817",2000-04-20,2005-06-07
"10125","37182","133988","109108",2000-04-12,2003-07-31
"10126","37183","134685","109140",2000-04-27,2007-02-16
"10127","37184","134267","109333",2000-04-19,2002-04-02
"10128","37185","122678","109675",2000-04-20,2009-08-14
"10129","37186","133888","109833",2000-04-07,2013-04-08
"10130","37187","133730","110563",2000-04-26,2002-02-26
"10131","37188","133871","109905",2000-04-06,2015-12-31
"10132","37189","134044","112327",2000-04-13,2015-12-31
"10133","3719","008759","109209",1979-06-26,2008-01-07
"10134","37190","134452","110031",2000-04-28,2005-08-25
"10135","37191","133731","110805",2000-04-07,2007-08-02
"10136","37192","133685","111027",2000-04-03,2002-09-30
"10137","37193","134453","111030",2000-04-20,2001-06-27
"10138","37194","133769","111352",2000-04-05,2009-11-17
"10139","37194","133769","139863",2009-11-18,2010-12-03
"10140","37195","066686","111632",2000-04-07,2015-12-31
"10141","37196","133732","111551",2000-04-05,2008-03-25
"10142","37197","065261","111972",2000-04-19,2007-10-17
"10143","37198","022248","108059",2000-04-20,2006-05-15
"10144","3720","008787","101641",1995-03-24,2007-10-05
"10145","3722","008257","108679",1978-10-26,2003-12-09
"10146","3724","008508","108932",1976-10-29,1992-06-05
"10147","3727","008803","110626",1990-09-07,1992-04-21
"10148","3730","008440","108847",1972-12-14,2015-12-31
"10149","37389","133547","111580",2000-03-31,2014-12-09
"10150","374","001166","112434",1981-05-12,2015-08-20
"10151","3741","008850","109343",1972-12-14,2015-12-31
"10152","3744","008872","101099",1981-04-29,2005-11-29
"10153","37472","009023","109541",1991-06-21,2015-12-31
"10154","37489","002990","102831",2000-05-31,2015-12-31
"10155","37490","NA","103095",2000-05-25,2001-02-02
"10156","37491","123415","103454",2000-05-10,2010-08-04
"10157","37494","029676","106801",2000-05-18,2003-05-21
"10158","37495","121136","107391",2000-05-11,2010-02-25
"10159","37496","135990","107867",2000-05-31,2002-06-03
"10160","37496","135990","119846",2004-03-25,2015-12-31
"10161","37497","101310","108254",2000-05-11,2015-12-31
"10162","37498","136009","109304",2000-05-26,2002-10-30
"10163","37500","135249","110046",2000-05-05,2011-12-20
"10164","37502","135969","111481",2000-05-24,2007-08-20
"10165","37503","108872","112119",2000-05-05,2003-07-29
"10166","37504","144496","112341",2000-05-16,2015-01-16
"10167","37505","063562","101130",2000-05-10,2015-12-31
"10168","37506","107414","101584",2000-05-31,2002-01-02
"10169","37507","221237","101801",2000-05-09,2004-12-16
"10170","37509","105847","102898",2000-05-02,2002-06-17
"10171","37510","134026","103551",2000-05-04,2015-12-31
"10172","37511","134025","103398",2000-05-19,2001-11-20
"10173","37512","135945","102846",2000-05-24,2008-10-24
"10174","37513","135986","104782",2000-05-31,2008-10-09
"10175","37514","106589","105178",2000-05-05,2010-10-20
"10176","37515","135705","105952",2000-05-18,2001-10-10
"10177","37516","139401","106122",2000-05-24,2001-07-18
"10178","37518","135686","9521",2000-05-18,2000-10-25
"10179","37519","135708","108089",2000-05-18,2004-03-05
"10180","37520","135004","108522",2000-05-05,2011-12-15
"10181","37521","135247","108748",2000-05-05,2005-06-30
"10182","37522","112254","108879",2000-05-10,2015-12-31
"10183","37523","135788","108775",2000-05-19,2002-10-31
"10184","37524","135044","109042",2000-05-19,2015-12-31
"10185","37525","NA","110446",2000-05-09,2000-12-15
"10186","37526","135966","110459",2000-05-25,2007-11-13
"10187","37527","135165","110298",2000-05-02,2010-11-30
"10188","37528","135965","110316",2000-05-25,2015-12-31
"10189","37529","135024","110080",2000-05-12,2001-04-30
"10190","37530","120334","110149",2000-05-05,2015-12-31
"10191","37531","065693","110953",2000-05-12,2001-07-24
"10192","37532","NA","111190",2000-05-25,2001-02-16
"10193","37533","135669","111341",2000-05-18,2005-08-12
"10194","37534","134308","111755",2000-05-02,2009-08-04
"10195","37535","134938","112014",2000-05-02,2001-07-09
"10196","37536","066448","112215",2000-05-22,2006-11-07
"10197","37537","063494","101790",2000-05-23,2002-03-13
"10198","37538","023811","108966",2000-05-23,2002-07-09
"10199","3757","008881","109390",1980-07-01,2010-02-05
"10200","376","001173","101131",1972-12-14,2013-06-10
"10201","37658","017436","101871",2000-06-07,2007-09-05
"10202","37659","137351","102110",2000-06-28,2015-12-31
"10203","37660","137131","102922",2000-06-23,2015-12-31
"10204","37661","137066","102993",2000-06-21,2015-12-31
"10205","37662","014490","103161",2000-06-07,2010-08-05
"10206","37664","023714","103255",2000-06-09,2015-12-31
"10207","37665","209382","114260",2002-03-22,2015-12-31
"10208","37666","137432","103758",2000-06-30,2015-12-31
"10209","37667","136645","103973",2000-06-30,2001-08-09
"10210","37668","117323","104374",2000-06-16,2002-05-17
"10211","37672","137230","107096",2000-06-26,2015-12-31
"10212","37673","137137","107207",2000-06-23,2004-03-12
"10213","37674","137433","107642",2000-06-30,2015-12-31
"10214","37675","015782","109278",2000-06-28,2015-12-31
"10215","37676","137139","109547",2000-06-23,2011-12-20
"10216","37677","211329","110183",2000-06-20,2003-08-13
"10217","37677","211329","112991",2001-03-07,2001-07-03
"10218","37678","137232","110531",2000-06-26,2015-12-31
"10219","37679","136809","110785",2000-06-13,2004-06-04
"10220","37680","137143","111534",2000-06-23,2011-12-23
"10221","37682","136648","111774",2000-06-29,2011-01-09
"10222","37682","136648","144364",2011-01-10,2015-12-31
"10223","37696","137410","112350",2000-06-29,2001-02-27
"10224","37697","137130","100996",2000-06-23,2011-02-22
"10225","37698","137064","100918",2000-06-21,2001-11-12
"10226","37699","136824","101780",2000-06-14,2006-02-15
"10227","37700","061781","101862",2000-06-30,2008-02-25
"10228","37701","064296","102024",2000-06-27,2003-07-24
"10229","37702","133204","102418",2000-06-27,2001-04-04
"10230","37703","137374","102742",2000-06-29,2003-09-18
"10231","37704","137252","103099",2000-06-27,2006-10-26
"10232","37705","137110","112368",2000-06-22,2015-07-10
"10233","37706","136804","102887",2000-06-21,2015-12-31
"10234","37707","137373","102718",2000-06-29,2015-12-31
"10235","37708","134984","103539",2000-06-01,2002-01-11
"10236","37709","233038","103815",2000-06-29,2006-12-27
"10237","3771","019605","109475",1972-12-14,2015-12-31
"10238","37710","136884","103779",2000-06-16,2014-11-18
"10239","37712","134944","104031",2000-06-20,2002-08-19
"10240","37713","134144","104189",2000-06-27,2007-09-12
"10241","37714","011523","104078",2000-06-01,2001-11-09
"10242","37715","137377","104512",2000-06-30,2015-12-31
"10243","37716","111179","104505",2000-06-19,2015-12-31
"10244","37717","136264","104528",2000-06-02,2004-09-30
"10245","37718","136265","104744",2000-06-06,2015-12-31
"10246","37719","116394","104764",2000-06-06,2002-12-02
"10247","3772","008947","111449",1994-01-27,2015-12-31
"10248","37720","144727","112946",2001-08-13,2013-04-25
"10249","37721","137357","105214",2000-06-28,2002-12-04
"10250","37722","134869","105197",2000-05-05,2002-10-24
"10251","37723","137067","105537",2000-06-21,2003-10-28
"10252","37724","106770","105481",2000-06-30,2004-02-26
"10253","37725","110800","105736",2000-06-01,2001-08-02
"10254","37726","136186","106147",2000-06-01,2015-12-31
"10255","37727","136725","106369",2000-06-13,2015-12-31
"10256","37728","062324","106896",2000-06-13,2003-07-22
"10257","37729","136307","107392",2000-06-06,2009-08-20
"10258","3773","019613","109479",1988-10-03,2005-08-31
"10259","37730","137434","107645",2000-06-30,2013-11-21
"10260","37731","137310","112306",2000-06-27,2015-12-31
"10261","37732","030221","8246",2000-06-01,2000-11-21
"10262","37733","137435","108024",2000-06-30,2015-12-31
"10263","37734","135914","108469",2000-06-01,2002-06-21
"10264","37735","136847","108550",2000-06-15,2002-05-30
"10265","37736","065532","108687",2000-06-01,2015-12-31
"10266","37737","121381","108694",2000-06-15,2015-12-31
"10267","37738","137470","112386",2000-06-30,2003-06-27
"10268","37739","133949","109353",2000-06-23,2015-12-31
"10269","37740","136828","109523",2000-06-14,2015-12-31
"10270","37741","065692","110055",2000-06-26,2002-04-24
"10271","37742","208068","110173",2000-06-02,2015-12-31
"10272","37743","030438","110480",2000-06-01,2001-01-31
"10273","37744","137292","110559",2000-06-27,2007-07-12
"10274","37745","137436","110547",2000-06-30,2003-08-15
"10275","37746","031227","108328",2000-09-25,2015-12-31
"10276","37747","137069","112427",2000-07-03,2001-12-18
"10277","37748","030577","110925",2000-06-05,2001-04-27
"10278","37749","136267","111347",2000-06-07,2006-06-30
"10279","37750","066597","111439",2000-06-26,2015-12-31
"10280","37751","137394","111740",2000-06-29,2003-09-02
"10281","37752","061198","111914",2000-06-07,2002-04-09
"10282","37753","061464","8680",1998-06-15,2000-06-14
"10283","3780","009056","5774",1972-12-14,1998-06-26
"10284","3781","008958","109486",1972-12-14,2015-12-31
"10285","3782","008960","5764",1972-12-14,1999-08-12
"10286","3783","008965","5765",1972-12-14,1997-08-01
"10287","379","001824","5064",1972-12-14,1996-11-25
"10288","37900","015055","102669",2000-07-31,2015-12-31
"10289","37901","213288","104268",2000-07-21,2015-12-31
"10290","37902","101936","104352",2000-07-12,2005-06-22
"10291","37905","115077","109484",2000-07-10,2011-11-22
"10292","37906","102045","110085",2000-07-27,2007-04-25
"10293","37907","137612","111260",2000-07-11,2015-12-31
"10294","37908","108772","111800",2000-07-11,2002-04-17
"10295","37909","003668","5267",2000-07-31,2000-08-23
"10296","37910","137960","112259",2000-07-24,2002-04-01
"10297","37911","138181","112336",2000-07-27,2001-12-17
"10298","37912","119813","101362",2000-07-17,2009-04-17
"10299","37913","137602","101853",2000-07-11,2015-12-31
