"","PERMCO","GVKEY","SECID","start_date","end_date"
"535","10986","024190","106194",2000-05-23,2005-09-16
"536","10986","024190","7306",1991-06-20,1999-05-11
"537","10987","024195","108996",1995-05-22,1998-12-31
"538","10988","024198","108557",1991-07-17,2010-11-16
"539","10989","024197","105971",1991-06-21,2015-12-31
"540","10990","024191","107343",1991-06-20,2009-09-01
"541","10992","003905","103803",1991-06-21,2015-12-31
"542","10993","024204","106142",1991-06-25,2015-12-31
"543","10994","024203","104424",1991-06-25,2002-02-11
"544","10995","024218","102635",1991-06-26,2004-01-29
"545","10996","024216","100900",1991-06-26,2015-12-31
"546","10997","024219","109550",1991-06-26,2011-05-31
"547","10998","024217","7308",1991-06-26,1996-05-21
"548","10999","024220","103411",1991-06-27,2002-02-12
"549","1100","003581","103499",1972-12-14,2015-12-31
"550","1100","003581","103500",1990-08-01,2015-12-31
"551","11000","024222","109637",1991-06-27,2003-09-24
"552","11001","024233","110484",1991-06-28,2015-12-31
"553","11002","024245","7311",1991-06-28,1998-07-20
"554","11003","024225","103458",1992-07-27,2015-12-31
"555","11004","024224","103576",1991-06-28,2006-02-17
"556","11005","024234","111581",1991-06-28,2015-12-31
"557","11009","024278","108224",1991-07-03,2012-02-16
"558","1101","003586","5258",1976-03-17,1996-06-28
"559","11010","024276","7312",1991-07-03,1997-05-16
"560","11011","005559","108376",1993-07-16,2015-12-31
"561","11014","024285","7314",1991-07-10,1999-06-30
"562","11015","024289","7315",1991-07-11,1997-09-03
"563","11016","024401","112363",1991-08-06,2003-08-01
"564","11018","024291","105907",1991-07-12,2015-12-31
"565","11019","024295","110272",1991-07-12,2002-06-18
"566","11020","024292","108695",1995-07-31,2003-10-31
"567","11021","023170","108188",1991-07-15,2015-12-31
"568","11022","001656","102614",1993-04-06,1994-06-08
"569","11023","024302","101218",1991-07-16,2015-12-31
"570","11024","019965","109105",1991-07-16,2015-12-31
"571","11025","024304","109672",1991-07-16,2013-11-13
"572","11027","024306","7318",1991-07-17,1998-07-09
"573","11028","024307","7319",1991-07-17,1998-10-21
"574","11029","024428","101054",1991-08-27,2015-12-31
"575","1103","003026","103016",1976-12-30,2015-12-31
"576","11030","024313","107830",1991-07-26,1999-11-05
"577","11031","024311","7320",1994-02-03,1997-10-01
"578","11033","024315","110730",1995-01-23,2003-01-09
"579","11035","024312","107002",1991-07-18,1999-12-22
"580","11036","024319","7322",1991-07-19,1997-01-20
"581","11039","024325","7324",1991-07-23,1996-08-30
"582","11041","006140","106334",1991-07-24,2004-09-22
"583","11042","024344","111683",1991-07-24,2015-12-31
"584","11043","024345","7332",1991-07-24,1999-06-29
"585","11044","024334","7328",1991-07-25,2000-01-10
"586","11046","024335","7329",1991-07-25,1996-12-09
"587","11047","019103","6948",1991-07-26,2000-06-06
"588","11048","024331","7327",1993-03-01,1998-03-09
"589","11049","023886","7275",1991-07-26,1997-01-08
"590","11050","024352","109244",1991-07-30,2015-12-31
"591","11051","023484","7240",1994-11-29,1997-07-01
"592","11052","024350","107673",1991-07-30,2015-12-31
"593","11053","024357","7333",1994-10-21,1998-08-28
"594","11055","024353","103824",1991-07-31,2003-01-17
"595","11056","024436","110748",1995-02-15,2012-12-27
"596","11057","024360","106954",1996-03-01,2001-02-09
"597","11058","024361","107870",1993-10-14,2002-03-26
"598","11059","024359","7334",1991-08-12,1999-03-25
"599","11061","024369","7337",1991-08-02,1998-05-01
"600","11063","024375","100898",1991-08-06,2003-12-31
"601","11065","024377","7338",1991-08-06,1996-10-11
"602","11066","024378","107385",1991-08-06,2012-11-08
"603","11067","024385","7340",1991-08-07,1997-02-20
"604","11068","024382","109720",1991-08-07,2003-04-23
"605","11069","024386","102162",1991-08-07,2000-12-18
"606","11070","024381","108577",1991-08-07,2004-07-29
"607","11072","024384","7339",1991-08-07,1998-12-15
"608","11074","024389","108956",1991-08-08,2003-12-12
"609","11076","024390","109690",1991-08-08,2004-12-31
"610","11078","021170","7127",1991-08-09,1995-04-26
"611","1108","002918","102909",1972-12-14,1996-06-06
"612","11081","024395","112106",1991-08-12,2001-04-23
"613","11083","024396","101386",1991-08-13,2015-12-31
"614","11084","024398","7342",1991-08-13,1999-01-13
"615","11086","019155","108430",1992-12-18,2002-11-18
"616","11087","024397","103262",1991-08-13,2004-10-29
"617","11088","024409","110677",1991-08-14,2010-07-29
"618","1109","003594","103516",1982-10-29,2012-09-28
"619","11090","024407","106841",1991-08-14,2003-10-30
"620","11091","024408","7345",1995-06-14,1996-05-08
"621","11092","024405","112219",1991-08-15,2015-12-31
"622","11093","024402","104868",1991-08-15,2003-07-03
"623","11094","024404","7344",1991-08-15,1994-11-25
"624","11095","024414","103403",1994-08-09,2009-06-19
"625","11096","024415","102399",1991-08-22,2008-10-28
"626","11097","024419","111619",1991-08-23,2004-06-30
"627","11098","024427","7347",1992-12-22,1997-04-17
"628","11099","024430","104530",1991-08-27,2015-12-31
"629","11100","025367","107160",1991-08-28,2015-12-31
"630","11101","021232","107871",1991-08-29,2015-12-31
"631","11102","024438","7348",1995-07-27,1998-12-04
"632","11103","024440","107369",1995-09-01,2015-12-31
"633","11104","024442","7349",1995-06-06,1995-12-06
"634","11105","024441","103087",1995-08-28,2003-10-22
"635","11106","024447","101892",1991-12-18,2015-12-31
"636","11107","024449","107350",1991-09-06,2007-06-15
"637","11108","022140","101263",1992-06-23,2008-12-05
"638","11110","024464","7352",1991-09-13,1999-06-10
"639","11111","024463","107912",1991-09-16,2015-12-31
"640","11112","024468","105894",1991-09-17,2015-12-31
"641","11114","024475","103235",1991-09-19,1994-07-21
"642","11116","024474","110847",1991-09-20,2009-05-01
"643","11117","024473","110072",1991-09-20,2009-10-20
"644","11118","024493","7360",1991-09-20,1999-04-23
"645","11119","024489","101685",1991-09-20,2003-11-18
"646","11120","024491","105092",1991-09-20,2012-06-21
"647","11121","024484","7357",1991-09-24,1998-10-23
"648","11122","024485","7358",1991-09-24,1998-10-23
"649","11123","024483","102271",1991-09-24,2015-12-31
"650","11125","024498","7361",1991-09-25,1996-03-15
"651","11126","024499","7362",1991-09-25,1996-05-22
"652","11127","022181","111895",1994-11-14,1999-05-17
"653","11129","024505","7363",1991-10-01,1997-12-18
"654","11130","024503","106822",1991-10-15,2008-11-25
"655","11131","024486","102026",1991-10-01,2004-06-03
"656","11132","024510","7365",1991-10-02,2000-07-14
"657","11135","024509","7364",1994-02-23,1998-09-15
"658","11136","024511","7366",1991-10-03,2000-06-28
"659","11137","024517","111844",1992-07-13,1994-07-13
"660","11138","021573","112382",1991-10-07,2005-12-07
"661","11139","024531","108894",1991-10-09,2007-01-26
"662","1114","002589","109186",1993-10-19,2004-11-10
"663","11140","024530","7369",1991-10-09,1998-12-31
"664","11142","024538","110527",1991-10-10,2013-12-23
"665","11143","024535","7370",1991-10-10,1999-02-11
"666","11144","024537","109886",1991-10-10,2007-08-03
"667","11145","024536","7371",1994-11-17,1996-07-17
"668","11146","024545","109643",1991-10-11,2003-12-02
"669","11148","024547","110364",1991-10-11,2014-12-31
"670","11149","024543","7373",1991-10-11,2000-07-26
"671","11150","024548","7374",1995-02-23,1997-06-12
"672","11151","019575","109826",1991-10-14,2001-05-17
"673","11152","024561","109141",1991-10-15,1999-02-01
"674","11155","024551","7375",1991-10-17,1996-09-26
"675","11156","024608","109499",1991-10-18,2003-06-23
"676","11157","024610","112079",1994-09-12,2015-12-31
"677","11158","024612","101350",1991-10-22,1994-10-12
"678","11159","024614","7378",1991-10-23,1997-02-25
"679","11160","024618","101407",1991-10-24,2004-12-13
"680","11161","024617","108418",1991-10-24,2015-12-31
"681","11163","024619","7380",1991-10-25,1998-04-21
"682","11165","024622","7381",1995-03-01,1998-08-24
"683","11166","024621","105341",1991-10-25,2006-01-27
"684","11168","024629","110725",1993-07-01,1996-11-26
"685","11170","024636","7382",1991-10-29,2000-02-04
"686","11171","024639","7383",1994-10-03,1996-07-12
"687","11172","024643","7385",1991-10-30,1996-10-24
"688","11174","024645","7386",1991-10-31,1997-02-12
"689","11175","024646","105740",1991-10-31,2002-09-03
"690","11176","024648","101294",1991-11-01,2009-03-18
"691","11177","024651","7387",1991-11-01,1998-11-20
"692","11178","024879","105344",1995-04-18,1999-05-26
"693","11182","024655","7389",1991-11-06,1998-12-22
"694","11183","024661","7390",1991-11-07,1996-06-28
"695","11184","024664","106225",1991-11-07,1995-06-21
"696","11185","024662","104266",1991-11-07,2007-01-19
"697","11186","024660","101602",1991-11-07,2015-12-31
"698","11188","013657","112921",2001-07-27,2015-12-31
"699","11189","024668","101389",1994-05-16,1999-09-01
"700","1119","016747","102891",1980-07-29,2006-08-07
"701","11190","024715","7402",1991-11-08,1993-04-22
"702","11191","024497","101455",1991-12-26,1998-02-04
"703","11192","024695","7397",1991-11-11,1996-06-18
"704","11193","001418","111147",1997-07-02,2002-04-29
"705","11194","024692","7396",1991-11-12,1996-02-22
"706","11196","018087","6903",1991-11-12,1996-12-17
"707","11197","024691","105619",1991-11-12,2002-04-16
"708","11198","024689","102316",1991-11-12,2008-02-21
"709","11199","024690","7395",1992-08-25,1998-05-06
"710","1120","002777","101555",1992-05-06,1994-04-14
"711","11200","024685","105565",1991-11-13,1999-02-09
"712","11201","024686","107510",1991-11-13,1993-07-19
"713","11204","024708","101757",1991-11-14,2015-12-31
"714","11205","024712","106842",1991-11-14,2003-04-29
"715","11206","024710","102195",1991-11-14,2015-12-31
"716","11207","024671","102944",1991-11-15,2006-06-20
"717","11208","024670","100924",1991-11-15,2015-12-31
"718","11209","024699","106000",1991-11-19,2008-11-24
"719","11210","020245","102205",1991-11-19,2015-12-31
"720","11212","024707","7400",1996-10-15,2000-11-09
"721","11214","024706","7399",1991-11-20,1994-09-14
"722","11215","024704","106172",1991-11-20,2005-05-25
"723","11216","024675","101808",1991-11-21,2001-06-26
"724","11217","024669","101329",1991-11-21,2011-06-03
"725","11219","024680","7394",1991-11-21,1998-04-01
"726","11222","005444","5439",1991-11-22,1996-06-25
"727","11223","024716","105477",1991-11-25,2001-07-02
"728","11224","024723","7403",1991-11-26,1998-08-31
"729","11225","024725","112105",1991-11-26,2015-12-31
"730","11227","024743","105739",1991-11-27,1995-05-24
"731","11228","024733","7404",1991-11-27,1998-10-23
"732","11229","024747","102838",1992-02-10,2009-11-06
"733","11230","024746","100968",1991-12-03,2001-11-14
"734","11233","024749","101655",1991-12-04,2002-02-21
"735","11234","024751","106340",1991-12-04,2001-08-10
"736","11235","024750","106067",1993-06-01,2015-12-31
"737","11236","024753","7406",1993-08-06,1998-06-19
"738","11237","024754","7407",1991-12-04,1996-06-26
"739","11238","024755","109904",1991-12-04,2015-12-31
"740","11240","024758","103415",1995-07-31,2001-07-12
"741","11243","024767","111673",1991-12-10,2002-08-21
"742","11245","024771","107155",1991-12-11,2009-06-11
"743","11246","024768","7409",1991-12-11,1999-04-30
"744","11247","024803","111786",1991-12-11,2010-07-01
"745","11247","024803","146241",2010-07-02,2015-04-27
"746","11248","024795","101449",1991-12-12,2015-12-31
"747","11249","024794","7415",1991-12-12,1996-08-09
"748","11250","024797","106854",1994-06-20,2003-06-09
"749","11253","024800","109348",1991-12-13,2015-12-31
"750","11254","023934","106306",1991-12-26,2000-11-29
"751","11255","024779","7410",1991-12-17,2000-03-10
"752","11257","024782","108916",1991-12-17,2015-12-31
"753","11260","024781","105203",1991-12-17,2008-05-05
"754","11261","024793","7414",1991-12-18,1997-12-04
"755","11262","024791","7413",1991-12-18,1998-11-02
"756","11263","024790","7412",1991-12-18,1996-05-21
"757","11264","019024","106206",1991-12-17,2011-04-29
"758","11265","024792","110763",1991-12-18,2008-04-23
"759","11267","024808","7417",1992-10-16,1997-12-30
"760","11270","019433","108735",1991-12-23,2015-12-31
"761","11271","024812","7418",1991-12-23,1996-06-07
"762","11272","024813","7419",1991-12-23,1999-03-29
"763","11273","024816","7422",1991-12-24,1997-02-10
"764","11274","024815","7421",1991-12-24,1996-05-08
"765","11276","024825","103444",1991-12-31,2015-12-31
"766","11277","023111","106062",1992-01-02,2015-12-31
"767","11278","024832","109776",1995-06-30,2006-06-06
"768","1128","003609","5260",1996-05-21,1999-02-11
"769","11281","024840","105367",1992-01-14,2004-08-04
"770","11282","024837","101257",1992-01-14,2015-12-31
"771","11283","024842","109151",1992-01-16,2005-12-23
"772","11284","024841","106072",1992-01-16,2011-01-10
"773","11286","024843","101528",1992-01-17,2012-08-08
"774","11287","024844","101638",1992-01-17,2001-04-27
"775","11287","024844","115435",2002-05-30,2004-11-16
"776","11288","024845","106134",1994-04-29,2000-12-07
"777","11289","024846","104614",1992-01-17,2001-04-19
"778","11290","024898","103990",1993-06-04,2012-12-20
"779","11291","024853","110391",1992-01-21,2015-12-31
"780","11292","024852","109261",1992-01-21,1999-09-20
"781","11295","024849","7424",1992-01-21,2000-11-22
"782","11298","024860","108154",1993-02-12,2000-03-20
"783","11299","024857","108369",1992-01-22,2001-05-08
"784","11300","024856","105243",1992-01-22,2015-12-31
"785","11301","024858","108999",1992-01-22,2000-08-24
"786","11302","024859","7426",1992-01-22,1997-05-15
"787","11303","024889","7432",1992-01-22,1998-06-25
"788","11304","024890","107628",1994-01-18,2015-12-31
"789","11306","024867","7427",1992-01-24,1997-04-08
"790","11309","024888","100971",1992-01-23,2015-12-31
"791","1131","003556","103479",1972-12-14,2015-06-05
"792","11310","024893","112026",1992-01-23,2015-12-31
"793","11311","024872","7428",1992-01-28,1997-07-25
"794","11312","024873","7429",1992-01-28,1996-10-11
"795","11313","024870","108146",1993-07-23,2005-08-12
"796","11314","024945","108298",1992-03-02,1999-06-23
"797","11315","024877","107275",1992-01-29,2002-03-28
"798","11316","024878","109262",1992-01-29,2015-12-31
"799","11318","024885","7431",1992-01-30,2000-04-03
"800","11320","024887","102940",1992-01-30,1996-12-23
"801","11323","024881","103457",1992-01-30,2003-07-29
"802","11324","020185","109985",1992-01-31,2015-12-31
"803","11325","024403","108980",1996-02-29,1996-04-24
"804","11327","024900","104161",1992-02-05,1999-06-30
"805","11329","024907","110382",1992-02-06,2007-06-14
"806","11330","024908","7434",1992-02-07,2000-11-09
"807","11331","024909","106096",2000-04-17,2005-12-19
"808","11332","024914","108742",1992-02-11,1998-10-07
"809","11333","024913","7436",1992-02-11,1997-05-30
"810","11335","024912","103692",1993-07-12,2015-07-23
"811","11336","024954","110125",1992-02-12,2005-01-24
"812","11337","024953","7443",1992-02-12,1996-08-28
"813","11339","024919","7437",1992-02-13,1998-10-02
"814","11340","024923","102644",1992-02-13,1998-10-20
"815","11341","024926","111509",1992-02-13,2005-05-24
"816","11342","024922","107487",1992-02-13,2015-12-31
"817","11344","024925","109699",1992-02-13,2015-12-31
"818","11345","022345","112007",1992-02-14,1999-08-17
"819","11346","024928","7439",1992-02-14,1996-03-15
"820","11349","024927","7438",1992-02-14,1996-03-14
"821","11352","024935","7441",1992-02-19,1998-07-20
"822","11353","024934","106113",1992-02-19,2010-07-01
"823","11354","024955","7444",1992-02-20,1999-04-30
"824","11355","024958","7445",1992-02-20,1999-10-15
"825","11356","024948","7442",1992-02-21,1998-12-10
"826","11358","009466","109959",1992-02-25,2015-12-31
"827","1136","002897","102900",1970-03-30,1997-12-31
"828","11360","024967","7447",1992-02-25,1999-11-03
"829","11361","024975","110700",1992-02-26,2015-12-31
"830","11362","024971","105932",1992-02-26,2004-01-28
"831","11364","024741","109519",1994-05-09,1997-04-29
"832","11365","024982","106946",1992-02-28,2008-05-27
"833","11366","024979","7450",1992-02-28,1998-09-01
"834","11368","023701","111547",1992-02-28,1999-09-22
"835","11369","018044","104535",1992-03-03,2003-08-12
"836","11371","018276","104772",1992-03-03,2015-12-31
"837","11372","025013","108632",1992-03-03,2008-11-07
"838","11373","025016","7461",1992-03-03,1998-08-28
"839","11375","024993","7454",1992-03-04,1998-07-23
"840","11376","024991","108495",1992-03-04,2002-12-18
"841","11378","024992","7453",1994-11-15,1996-04-09
"842","11379","024988","7451",1992-03-04,2000-09-22
"843","11380","025123","7478",1992-10-16,1997-09-26
"844","11381","024997","7455",1992-03-05,1999-06-23
"845","11382","025000","109091",1992-03-05,2007-10-31
"846","11383","024996","102183",1992-03-05,2015-12-31
"847","11384","024999","105239",1992-03-05,1999-02-23
